,nose,left_eye,right_eye,left_ear,right_ear,left_shoulder,right_shoulder,left_elbow,right_elbow,left_wrist,right_wrist,left_hip,right_hip,left_knee,right_knee,left_ankle,right_ankle,pose
53,"['0.63647234', '0.6213663']","['0.64246964', '0.65054315']","['0.643272', '0.6484636']","['0.59793967', '0.6702264']","['0.59823495', '0.6686184']","['0.51488686', '0.6325831']","['0.5424866', '0.6004185']","['0.6037527', '0.701053']","['0.69073945', '0.7122197']","['0.6564609', '0.7960618']","['0.77744657', '0.8456743']","['0.27618054', '0.39327416']","['0.28360972', '0.3851826']","['0.5161321', '0.25816903']","['0.5379596', '0.2497676']","['0.67328304', '0.15784952']","['0.74459535', '0.10750338']",d
54,"['0.688586', '0.352124']","['0.6900621', '0.33302408']","['0.6886847', '0.33308536']","['0.6657085', '0.3086467']","['0.6600366', '0.3121803']","['0.6089452', '0.3320303']","['0.60892963', '0.33707225']","['0.72335297', '0.26447588']","['0.71386236', '0.2689198']","['0.80315536', '0.18308657']","['0.78421426', '0.19656162']","['0.4571653', '0.5304174']","['0.4813199', '0.5301879']","['0.36096773', '0.67886496']","['0.61875856', '0.6366842']","['0.21684323', '0.7909715']","['0.75827175', '0.73434615']",d
55,"['0.66429627', '0.45031527']","['0.6712077', '0.4273022']","['0.66921896', '0.42960426']","['0.63880473', '0.3826137']","['0.63747', '0.38735893']","['0.5682884', '0.40295294']","['0.55770856', '0.40978023']","['0.697828', '0.29535714']","['0.66817844', '0.29814517']","['0.7493989', '0.14186892']","['0.7073499', '0.16365385']","['0.3084803', '0.63131994']","['0.3099261', '0.62703234']","['0.5382477', '0.7802544']","['0.5389925', '0.77873117']","['0.7322096', '0.9217338']","['0.71302766', '0.8808643']",d
56,"['0.6728318', '0.37795663']","['0.6606436', '0.3588882']","['0.6600651', '0.35881418']","['0.6055501', '0.353798']","['0.60862494', '0.34715238']","['0.56456816', '0.40777007']","['0.5588926', '0.40615648']","['0.684832', '0.2764564']","['0.6662745', '0.27598408']","['0.7667279', '0.15128444']","['0.73420364', '0.17473716']","['0.28344426', '0.6105924']","['0.27923208', '0.60782874']","['0.5238424', '0.7699882']","['0.52274597', '0.7676551']","['0.7474059', '0.9078664']","['0.7082107', '0.87092215']",d
57,"['0.62172186', '0.41220525']","['0.62079245', '0.40279436']","['0.61870897', '0.4019554']","['0.5970939', '0.3956284']","['0.5973397', '0.39023986']","['0.579267', '0.4069076']","['0.57363325', '0.40981612']","['0.649998', '0.36356756']","['0.6369638', '0.3659634']","['0.6902976', '0.32373044']","['0.68919665', '0.32016686']","['0.4748424', '0.5644752']","['0.48528722', '0.54408157']","['0.5927689', '0.63054204']","['0.59202', '0.61645436']","['0.6982235', '0.69652784']","['0.69443506', '0.6774286']",d
58,"['0.6473812', '0.3630248']","['0.6455819', '0.33983624']","['0.64388067', '0.33981133']","['0.6012631', '0.32231507']","['0.60130435', '0.31892297']","['0.5473937', '0.3552026']","['0.54336816', '0.358518']","['0.64891195', '0.26048556']","['0.64488405', '0.2655386']","['0.71061313', '0.15053868']","['0.70120466', '0.1621939']","['0.34484285', '0.57415116']","['0.3421739', '0.5745293']","['0.5333663', '0.72283447']","['0.53305715', '0.72229314']","['0.6997911', '0.84175223']","['0.6915071', '0.8277251']",d
59,"['0.5685707', '0.36415392']","['0.56422746', '0.34196776']","['0.5604304', '0.33886155']","['0.51788116', '0.3232125']","['0.5167862', '0.32357854']","['0.47066674', '0.3853487']","['0.44963852', '0.37530297']","['0.58812165', '0.29788268']","['0.55434114', '0.30383158']","['0.6714431', '0.17384337']","['0.61894774', '0.18931888']","['0.29885936', '0.63729686']","['0.29272154', '0.61981326']","['0.49331278', '0.7431519']","['0.49564227', '0.714138']","['0.663067', '0.8723885']","['0.63522184', '0.79731125']",d
60,"['0.6867552', '0.3660382']","['0.6833675', '0.34385866']","['0.67816216', '0.34613553']","['0.6371961', '0.33937845']","['0.6363586', '0.34044024']","['0.59516394', '0.3938661']","['0.58004403', '0.39482203']","['0.71815896', '0.2803504']","['0.68053347', '0.28262827']","['0.78077286', '0.1433496']","['0.7387295', '0.15822983']","['0.31284413', '0.6436377']","['0.30897412', '0.63918865']","['0.5558612', '0.7940609']","['0.5526138', '0.7938221']","['0.76382285', '0.93395245']","['0.7433327', '0.9126695']",d
61,"['0.32394078', '0.3458316']","['0.36207858', '0.42518106']","['0.64370114', '0.760632']","['0.3308087', '0.45463663']","['0.6533755', '0.76265305']","['0.35401788', '0.52715576']","['0.30660987', '0.36711654']","['0.48649675', '0.56732136']","['0.41343608', '0.3282431']","['0.55592734', '0.6013455']","['0.5483044', '0.30949754']","['0.53239506', '0.5170744']","['0.5127113', '0.35539123']","['0.6906818', '0.66850346']","['0.63798136', '0.4229661']","['0.73175555', '0.65283084']","['0.72023225', '0.47812426']",d
62,"['0.68397725', '0.56178635']","['0.6882698', '0.5817513']","['0.6878745', '0.58387613']","['0.66454405', '0.61255014']","['0.6626827', '0.60851705']","['0.60940826', '0.5906208']","['0.60916895', '0.59252435']","['0.70137215', '0.64681286']","['0.7065734', '0.6479733']","['0.7625057', '0.7283077']","['0.7687165', '0.7368182']","['0.42199263', '0.41271394']","['0.42242315', '0.41218948']","['0.5917624', '0.31041837']","['0.58658135', '0.3049966']","['0.73812306', '0.22248058']","['0.7477693', '0.20358792']",d
63,"['0.59856564', '0.38937497']","['0.6021733', '0.36840922']","['0.60053796', '0.36628753']","['0.5646116', '0.3309772']","['0.56522924', '0.33084995']","['0.5069382', '0.36236712']","['0.48445374', '0.36065528']","['0.63167256', '0.25437656']","['0.60378903', '0.25656062']","['0.7289583', '0.14361995']","['0.6808856', '0.1669823']","['0.27988786', '0.60535574']","['0.27657622', '0.59602904']","['0.48286328', '0.76034874']","['0.4794892', '0.74610364']","['0.67921805', '0.9159227']","['0.640684', '0.8478623']",d
64,"['0.5874206', '0.4288985']","['0.5949112', '0.41667432']","['0.59342146', '0.4122287']","['0.57058495', '0.4126984']","['0.57190824', '0.40409493']","['0.5400364', '0.44414955']","['0.5271133', '0.44618222']","['0.618455', '0.38692492']","['0.60693747', '0.3924097']","['0.68966115', '0.32303914']","['0.6821674', '0.33277816']","['0.35400775', '0.62252843']","['0.35039622', '0.6150498']","['0.5205578', '0.7111199']","['0.5170796', '0.7103781']","['0.6757842', '0.77405477']","['0.6603789', '0.7715731']",d
65,"['0.5862056', '0.4973738']","['0.59724045', '0.48156896']","['0.5937669', '0.4833202']","['0.59415', '0.43404827']","['0.5917137', '0.44399762']","['0.54559344', '0.41879764']","['0.5253407', '0.4383362']","['0.64590245', '0.34729114']","['0.6051368', '0.3625754']","['0.72470176', '0.2637729']","['0.67104983', '0.2948821']","['0.37757277', '0.6194043']","['0.37196434', '0.61357445']","['0.5338615', '0.7278727']","['0.53773165', '0.7168526']","['0.68498737', '0.823587']","['0.65462315', '0.77881265']",d
66,"['0.62803', '0.35533354']","['0.6177526', '0.3344625']","['0.6173559', '0.33358246']","['0.56648046', '0.35179415']","['0.5682439', '0.34927014']","['0.5479515', '0.41160434']","['0.539649', '0.40311074']","['0.67202395', '0.30026546']","['0.6538969', '0.29885674']","['0.74794817', '0.1676456']","['0.7169674', '0.18325771']","['0.2918915', '0.6384992']","['0.28649783', '0.6260603']","['0.51763195', '0.75855076']","['0.5153019', '0.7547413']","['0.7180297', '0.8787068']","['0.6973864', '0.8633178']",d
67,"['0.57338965', '0.4146079']","['0.577114', '0.39816743']","['0.575181', '0.39841187']","['0.5584863', '0.3658727']","['0.5592615', '0.37326527']","['0.51114', '0.38354364']","['0.509608', '0.3819401']","['0.58205515', '0.30250177']","['0.5873888', '0.30517894']","['0.64838344', '0.21147373']","['0.64303577', '0.21903038']","['0.35200107', '0.57564723']","['0.35643107', '0.5731664']","['0.49876213', '0.6770948']","['0.49919167', '0.66907704']","['0.629997', '0.7805936']","['0.6186535', '0.7582659']",d
68,"['0.63647234', '0.6213663']","['0.64246964', '0.65054315']","['0.643272', '0.6484636']","['0.59793967', '0.6702264']","['0.59823495', '0.6686184']","['0.51488686', '0.6325831']","['0.5424866', '0.6004185']","['0.6037527', '0.701053']","['0.69073945', '0.7122197']","['0.6564609', '0.7960618']","['0.77744657', '0.8456743']","['0.27618054', '0.39327416']","['0.28360972', '0.3851826']","['0.5161321', '0.25816903']","['0.5379596', '0.2497676']","['0.67328304', '0.15784952']","['0.74459535', '0.10750338']",d
69,"['0.6473812', '0.3630248']","['0.6455819', '0.33983624']","['0.64388067', '0.33981133']","['0.6012631', '0.32231507']","['0.60130435', '0.31892297']","['0.5473937', '0.3552026']","['0.54336816', '0.358518']","['0.64891195', '0.26048556']","['0.64488405', '0.2655386']","['0.71061313', '0.15053868']","['0.70120466', '0.1621939']","['0.34484285', '0.57415116']","['0.3421739', '0.5745293']","['0.5333663', '0.72283447']","['0.53305715', '0.72229314']","['0.6997911', '0.84175223']","['0.6915071', '0.8277251']",d
70,"['0.62932074', '0.37598765']","['0.6325734', '0.35044068']","['0.6285868', '0.34685227']","['0.57915395', '0.32281366']","['0.5767754', '0.32153577']","['0.4874919', '0.3780756']","['0.48000792', '0.3662671']","['0.6677367', '0.27864984']","['0.6377474', '0.28099594']","['0.80147463', '0.15376246']","['0.72899663', '0.17163138']","['0.2151877', '0.63272136']","['0.2161652', '0.62095594']","['0.4925623', '0.7756233']","['0.5022316', '0.75800747']","['0.73212284', '0.91270405']","['0.71270525', '0.84922785']",d
71,"['0.55165726', '0.5844532']","['0.5505209', '0.60218936']","['0.56615996', '0.59534115']","['0.50969905', '0.6075876']","['0.5422799', '0.58150065']","['0.40359753', '0.5956515']","['0.49515113', '0.5003178']","['0.49687222', '0.70823145']","['0.651446', '0.61756676']","['0.5741934', '0.81143934']","['0.7502479', '0.74973947']","['0.20603092', '0.30206338']","['0.25003618', '0.23438856']","['0.39968228', '0.22085527']","['0.43905094', '0.16092023']","['0.50670266', '0.17321715']","['0.5655194', '0.10917087']",d
72,"['0.63371956', '0.40106404']","['0.63573855', '0.37499225']","['0.63273525', '0.37546998']","['0.5833262', '0.33920962']","['0.5847946', '0.33976066']","['0.49522007', '0.393589']","['0.4904529', '0.39315125']","['0.6406468', '0.26738694']","['0.61618286', '0.2718328']","['0.7433878', '0.12931465']","['0.69418806', '0.15803029']","['0.26939058', '0.67298895']","['0.26503053', '0.6734496']","['0.539622', '0.70723265']","['0.5322593', '0.7051856']","['0.68775326', '0.92722005']","['0.6625023', '0.89315444']",d
73,"['0.62794244', '0.39055476']","['0.6317572', '0.36968565']","['0.63083017', '0.3680195']","['0.5913643', '0.32995528']","['0.5947384', '0.33217517']","['0.5176778', '0.35918245']","['0.50702584', '0.3590998']","['0.65034586', '0.2490026']","['0.62989897', '0.2480953']","['0.73862135', '0.115467735']","['0.7098788', '0.13026923']","['0.27402323', '0.60086024']","['0.27417904', '0.5888253']","['0.49941516', '0.7791943']","['0.5021978', '0.77492446']","['0.7028483', '0.917818']","['0.6984075', '0.9009347']",d
74,"['0.66429627', '0.45031527']","['0.6712077', '0.4273022']","['0.66921896', '0.42960426']","['0.63880473', '0.3826137']","['0.63747', '0.38735893']","['0.5682884', '0.40295294']","['0.55770856', '0.40978023']","['0.697828', '0.29535714']","['0.66817844', '0.29814517']","['0.7493989', '0.14186892']","['0.7073499', '0.16365385']","['0.3084803', '0.63131994']","['0.3099261', '0.62703234']","['0.5382477', '0.7802544']","['0.5389925', '0.77873117']","['0.7322096', '0.9217338']","['0.71302766', '0.8808643']",d
75,"['0.6703234', '0.48621178']","['0.6814764', '0.46217042']","['0.6788665', '0.4611634']","['0.65311426', '0.4129924']","['0.650635', '0.4151158']","['0.58234274', '0.42117697']","['0.5791019', '0.41372994']","['0.714466', '0.3196939']","['0.69790655', '0.3105635']","['0.79806507', '0.17312823']","['0.75950646', '0.1836101']","['0.3214327', '0.6206935']","['0.32856044', '0.61424035']","['0.5482859', '0.76811993']","['0.55185276', '0.7643936']","['0.7429659', '0.90493006']","['0.7362038', '0.8829601']",d
76,"['0.62172186', '0.41220525']","['0.62079245', '0.40279436']","['0.61870897', '0.4019554']","['0.5970939', '0.3956284']","['0.5973397', '0.39023986']","['0.579267', '0.4069076']","['0.57363325', '0.40981612']","['0.649998', '0.36356756']","['0.6369638', '0.3659634']","['0.6902976', '0.32373044']","['0.68919665', '0.32016686']","['0.4748424', '0.5644752']","['0.48528722', '0.54408157']","['0.5927689', '0.63054204']","['0.59202', '0.61645436']","['0.6982235', '0.69652784']","['0.69443506', '0.6774286']",d
77,"['0.7847441', '0.43994027']","['0.7831865', '0.4258333']","['0.78155726', '0.42351454']","['0.7555322', '0.41335517']","['0.7549409', '0.40890616']","['0.7160487', '0.44222847']","['0.7102449', '0.430818']","['0.8140076', '0.37477365']","['0.7989027', '0.3722097']","['0.88021237', '0.30155104']","['0.86179084', '0.29963693']","['0.5357467', '0.5766459']","['0.53306323', '0.5676981']","['0.70350915', '0.67913127']","['0.7061953', '0.67007494']","['0.85332924', '0.73664623']","['0.8475191', '0.7263993']",d
78,"['0.68210477', '0.5630676']","['0.6855582', '0.5883667']","['0.6843113', '0.58807296']","['0.63937545', '0.61757106']","['0.6374859', '0.6108877']","['0.5567334', '0.5787996']","['0.5590296', '0.56123453']","['0.6738288', '0.693225']","['0.68220943', '0.69040966']","['0.74226904', '0.8034494']","['0.75152856', '0.81550395']","['0.2975857', '0.39536947']","['0.28765532', '0.37712178']","['0.5227503', '0.2978018']","['0.5124154', '0.27204064']","['0.71899766', '0.23924555']","['0.7305589', '0.20242788']",d
79,"['0.6867552', '0.3660382']","['0.6833675', '0.34385866']","['0.67816216', '0.34613553']","['0.6371961', '0.33937845']","['0.6363586', '0.34044024']","['0.59516394', '0.3938661']","['0.58004403', '0.39482203']","['0.71815896', '0.2803504']","['0.68053347', '0.28262827']","['0.78077286', '0.1433496']","['0.7387295', '0.15822983']","['0.31284413', '0.6436377']","['0.30897412', '0.63918865']","['0.5558612', '0.7940609']","['0.5526138', '0.7938221']","['0.76382285', '0.93395245']","['0.7433327', '0.9126695']",d
80,"['0.5480416', '0.3343619']","['0.55352724', '0.3151054']","['0.55578697', '0.31114784']","['0.5121417', '0.2895244']","['0.51697403', '0.2894248']","['0.45609882', '0.34658277']","['0.44916603', '0.28298658']","['0.60962164', '0.28102794']","['0.5855768', '0.25806755']","['0.7306768', '0.18074462']","['0.6842299', '0.17064452']","['0.26923615', '0.56288606']","['0.28131038', '0.5267158']","['0.45802966', '0.6760271']","['0.46523982', '0.65277797']","['0.61537266', '0.7881052']","['0.6015797', '0.7590159']",d
81,"['0.7973284', '0.5673989']","['0.79969037', '0.5871718']","['0.79908085', '0.5873035']","['0.765816', '0.6039913']","['0.76540905', '0.60245824']","['0.715681', '0.58134305']","['0.71518683', '0.578307']","['0.79320586', '0.66822094']","['0.80425954', '0.66980624']","['0.8659794', '0.7568223']","['0.8739645', '0.76414734']","['0.5374711', '0.3938127']","['0.5388723', '0.39608097']","['0.70602345', '0.27214193']","['0.70238215', '0.27392352']","['0.8505993', '0.19056271']","['0.85537624', '0.16669334']",d
82,"['0.6656071', '0.6094974']","['0.66566044', '0.6246937']","['0.66564935', '0.62557334']","['0.64905304', '0.6410546']","['0.64685404', '0.6394961']","['0.61414105', '0.62230694']","['0.6150335', '0.620117']","['0.68606645', '0.6769547']","['0.69121873', '0.67615384']","['0.72956175', '0.7717221']","['0.7338287', '0.77616274']","['0.45498914', '0.4805614']","['0.44913745', '0.47259825']","['0.5784356', '0.38685754']","['0.5764328', '0.3829592']","['0.68374074', '0.31357688']","['0.690756', '0.30413514']",d
83,"['0.5830477', '0.36211517']","['0.5907566', '0.3392464']","['0.5883376', '0.33806178']","['0.5510877', '0.30835587']","['0.54919887', '0.30557904']","['0.47816005', '0.35572067']","['0.4785277', '0.35105756']","['0.58823776', '0.22902465']","['0.5756929', '0.23906498']","['0.655094', '0.104826525']","['0.6311035', '0.13565212']","['0.29514647', '0.55180436']","['0.29385558', '0.54856336']","['0.47588858', '0.69353133']","['0.47674918', '0.6930787']","['0.62259346', '0.8295852']","['0.60828537', '0.7904846']",d
84,"['0.6445903', '0.46409184']","['0.6490284', '0.44830906']","['0.64910996', '0.45108223']","['0.6315143', '0.4299936']","['0.63142353', '0.42151567']","['0.60142875', '0.434406']","['0.5985504', '0.43671483']","['0.6852678', '0.3682651']","['0.66362876', '0.3827669']","['0.713262', '0.31316802']","['0.7078019', '0.31560424']","['0.44641486', '0.55073535']","['0.44650084', '0.54814184']","['0.56867456', '0.63385075']","['0.5710433', '0.62847865']","['0.6826971', '0.7014153']","['0.67581195', '0.68764514']",d
85,"['0.37748224', '0.38687027']","['0.37241542', '0.39408138']","['0.3668593', '0.38543102']","['0.34922203', '0.37195158']","['0.34104973', '0.35801926']","['0.35389367', '0.31323415']","['0.3582021', '0.30559683']","['0.41997275', '0.311064']","['0.43745112', '0.30783215']","['0.50067353', '0.32398495']","['0.50926936', '0.31766638']","['0.3871371', '0.15032479']","['0.39671457', '0.1442295']","['0.48233822', '0.19202295']","['0.49961737', '0.18018506']","['0.5027308', '0.08794759']","['0.5027195', '0.086102374']",d
86,"['0.5372832', '0.67689943']","['0.54826504', '0.7000198']","['0.5478622', '0.70064706']","['0.530626', '0.74682575']","['0.53148717', '0.7443732']","['0.44976133', '0.72457385']","['0.44600594', '0.7413655']","['0.5792599', '0.80984986']","['0.59668654', '0.82312363']","['0.62639177', '0.89545155']","['0.67998195', '0.9198305']","['0.26684746', '0.4825315']","['0.27156222', '0.48131067']","['0.46659455', '0.3263022']","['0.4684119', '0.3313943']","['0.6119259', '0.1983531']","['0.6238373', '0.18632734']",d
87,"['0.7033825', '0.61860514']","['0.71393394', '0.64301974']","['0.71239495', '0.63132006']","['0.6663523', '0.6740538']","['0.66434455', '0.6484911']","['0.57669693', '0.6850534']","['0.6271579', '0.60654694']","['0.7041297', '0.6986679']","['0.7358909', '0.66420585']","['0.73457086', '0.7414917']","['0.8014524', '0.7830861']","['0.376892', '0.4937678']","['0.43123305', '0.4331752']","['0.22538418', '0.43143722']","['0.57822275', '0.28598434']","['0.059692588', '0.42485717']","['0.7398955', '0.2255558']",d
